pumedid	entity_id	entity	entity_type	correct	not_an_entity	wrong_border	entity_position
29771917	006	fatty acid synthetase	gene	0	0	0	1062:1082
29771917	007	FAS	gene	0	0	0	1085:1087
29771917	008	lipid production	phenotype	0	0	0	1255:1270
29742160	001	slower embryonic development	phenotype	0	0	0	281:308
29742160	002	limb primordia	phenotype	0	0	0	1209:1222
29720294	001	peroxisome proliferator - activated receptor gamma	gene	0	0	0	
29720294	002	PPARG	gene	0	0	0	94:98,597:601,1102:1106
29720294	003	hepatic steatosis	phenotype	0	0	0	203:219,260:276,542:558
29720294	004	'adipogenic hepatic steatosis	phenotype	0	0	0	248:276
29720294	005	genetic obese	phenotype	0	0	0	342:354
29720294	006	adipose tissues	phenotype	0	0	0	740:754
29720294	007	binding protein 4	gene	0	0	0	1123:1139
29720294	008	leptin receptor	gene	0	0	0	1179:1193
29720294	009	adipose tissue	phenotype	0	0	0	1296:1309
29720294	00A	fatty liver	phenotype	0	0	0	1327:1337,1437:1447,1327:1337,1437:1447
29707734	001	Newcastle disease	phenotype	0	0	0	43:59
29698066	001	Ligament damage	phenotype	0	0	0	59:73
29698066	002	traumatic injury	phenotype	0	0	0	127:142
29698066	003	growth deformities	phenotype	0	0	0	147:164
29698066	004	effusive swelling	phenotype	0	0	0	370:386
29698066	005	rupture of the medial collateral ligament	phenotype	0	0	0	605:645
29698066	006	bone tunnels	phenotype	0	0	0	688:699
29698066	007	collateral ligament rupture in this joint of ducks	phenotype	0	0	0	1034:1083
29684538	001	enhancer binding protein alpha	gene	0	0	0	7:36
29684538	002	low complexity	phenotype	0	0	0	389:402
29684538	003	lipid accumulation	phenotype	0	0	0	972:989
29684538	004	lipid metabolism	phenotype	0	0	0	1056:1071,1485:1500
29684538	005	fatty acid desaturation	phenotype	0	0	0	1194:1216
29684538	006	fatty acid elongation	phenotype	0	0	0	1306:1326
29670093	001	poultry disease	phenotype	0	0	0	59:73
29670093	002	clinical disease	phenotype	0	0	0	1152:1167
29670093	003	systemic disease	phenotype	0	0	0	1275:1290
29670093	004	decreased disease	phenotype	0	0	0	1529:1545
29651281	001	bacterial gastroenteritis	phenotype	0	0	0	46:70
29651281	002	bacterial survival	phenotype	0	0	0	522:539
29651281	003	wild host	phenotype	0	0	0	853:861
29620470	001	multifocal nonsuppurative encephalomyelitis	phenotype	0	0	0	738:780
29620470	002	myocarditis	phenotype	0	0	0	783:793
29620470	003	myositis	phenotype	0	0	0	796:803
29575915	001	egg white transfer	phenotype	0	0	0	14:31,225:242,1051:1068
29575915	002	follow egg white transfer	phenotype	0	0	0	465:489
29575915	003	transferred egg white	phenotype	0	0	0	1147:1167
29557225	001	TNNI1	gene	0	0	0	1:5,140:144,199:203,680:684,861:865,1065:1069,1121:1125,1065:1069,1121:1125
29535295	001	WNV infection	phenotype	0	0	0	876:888
29517403	001	The open reading frame	phenotype	0	0	0	485:506
29407578	001	retinoic acid inducible gene 1	gene	0	0	0	592:621
29407578	002	viral infection	phenotype	0	0	0	1398:1412
29242677	001	host mortality	phenotype	0	0	0	31:44
29242677	002	conjunctivitis	phenotype	0	0	0	645:658,1395:1408
29242677	003	MG infection	phenotype	0	0	0	1216:1227,1420:1431
29211883	001	breast muscle	phenotype	0	0	0	484:496
29211883	002	Body weight	phenotype	0	0	0	565:575
29211883	003	carcass weight	phenotype	0	0	0	586:599
29211883	004	male symbol	phenotype	0	0	0	788:798,813:823,883:893,908:918,957:967,982:992,1015:1025,1039:1049,788:798,813:823,883:893,908:918,957:967,982:992,1015:1025,1039:1049,1102:1112,1123:1133,1163:1173,1186:1196,1300:1310,1326:1336,1387:1397,1413:1423,1479:1489,1503:1513,1300:1310,1326:1336,1387:1397,1413:1423,1479:1489,1503:1513,1300:1310,1326:1336,1387:1397,1413:1423,1479:1489,1503:1513
29211883	005	fatty acids	gene	0	0	0	1261:1271,1356:1366,1446:1456
29211883	006	fatty acids	phenotype	0	0	0	1261:1271,1356:1366,1446:1456,1261:1271,1356:1366,1446:1456
29211883	007	cooking loss	phenotype	0	0	0	1701:1712
29157881	001	middle ear pressure	phenotype	0	0	0	229:247,518:536,909:927,1030:1048,1122:1140,909:927,1030:1048,1122:1140,909:927,1030:1048,1122:1140,1211:1229,1537:1555,1686:1704
29157881	002	avian middle ear	phenotype	0	0	0	456:471
29157881	003	pharyngotympanic tube	phenotype	0	0	0	567:587,1453:1473,2053:2073
29157881	004	deformations of the chicken	phenotype	0	0	0	639:665
29157881	005	middle ear structures	phenotype	0	0	0	694:714
29157881	006	middle ear pressure alterations	phenotype	0	0	0	732:762
29157881	007	ambient pressure	phenotype	0	0	0	1270:1285
29157881	008	middle ear venting	phenotype	0	0	0	1657:1674
29157881	009	avian middle	phenotype	0	0	0	1885:1896
29157282	001	transcription unit	gene	0	0	0	511:528
29157282	002	cytochrome b	gene	0	0	0	1040:1051
29157282	003	nicotinamide dehydrogenase subunit 1	gene	0	0	0	1060:1095
29157282	004	cytochrome c oxidase subunit 1	gene	0	0	0	1108:1137
29139147	001	salivary glands	phenotype	0	0	0	125:139
29139147	002	entoglossal cartilage	phenotype	0	0	0	1125:1145,1518:1538
29139147	003	basibranchial bone	phenotype	0	0	0	1151:1168
28992055	001	fungal infection	phenotype	0	0	0	20:35
28992055	002	fungal pneumonia	phenotype	0	0	0	175:190
28968179	001	tree sparrow Passer montanus	phenotype	0	0	0	810:837
28964597	001	version 1.2	gene	0	0	0	118:128
28899357	001	green eggshell color	phenotype	0	0	0	28:47
28899357	002	laying white eggs	phenotype	0	0	0	473:489
28899357	003	cholesterol contents	phenotype	0	0	0	1901:1920
28878764	001	II ) transactivator	gene	0	0	0	
28878764	002	CIITA	gene	0	0	0	68:72
28878764	003	inflammatory cytokine production	phenotype	0	0	0	1302:1333
28874792	001	HP H5N1	gene	0	0	0	1319:1325
28837606	001	influenza A virus	phenotype	0	0	0	15:31
28837606	002	IAV infection	phenotype	0	0	0	499:511
28782536	001	opsin 5	gene	0	0	0	288:294,1481:1487
28782536	002	opsin 2	gene	0	0	0	1519:1525
28782536	003	tyrosine hydroxylase	gene	0	0	0	1611:1630
28701165	001	skin infections	phenotype	0	0	0	865:879
28701165	002	sexual weakness	phenotype	0	0	0	885:899
28701165	003	Lepus nigricollis dayanus and Ovis aries	phenotype	0	0	0	1071:1110
28701165	004	Gallus gallus and Passer domesticus	phenotype	0	0	0	1191:1225
28674235	001	stimulating hormone	gene	0	0	0	10:28
28674235	002	FSHR	gene	0	0	0	243:246,392:395,438:441,392:395,438:441,522:525,657:660,752:755,958:961,1208:1211
28627759	001	PBDE 47	gene	0	0	0	1799:1805
28627759	002	PCB 153	gene	0	0	0	1811:1817
28627759	003	ATR	gene	0	0	0	2352:2354
28606119	001	gastrointestinal diseases	phenotype	0	0	0	43:67
28434758	001	wing chord length	phenotype	0	0	0	858:874
28434758	002	phallus length	phenotype	0	0	0	969:982
28434758	003	CYP2H1	gene	0	0	0	1129:1134
28424047	001	fatty liver proteins	gene	0	0	0	612:631
28424047	002	fatty liver	phenotype	0	0	0	575:585,612:622,2095:2105
28424047	003	fatty acid synthase	gene	0	0	0	1008:1026
28424047	004	apolipoprotein A1	gene	0	0	0	1152:1168
28424047	005	glutamate dehydrogenase	gene	0	0	0	1813:1835,1922:1944
28424047	006	glutamate dehydrogenase 1	gene	0	0	0	1922:1946
28424047	007	blood level of glucose	phenotype	0	0	0	1720:1741
28424047	008	increased glucose absorption	phenotype	0	0	0	1871:1898
28423047	001	IAV infection	phenotype	0	0	0	374:386,895:907
28423047	002	body weight	phenotype	0	0	0	708:718,796:806
28423047	003	body weight class	phenotype	0	0	0	796:812
28423047	004	body condition	phenotype	0	0	0	1363:1376
28411463	001	lactate dehydrogenase	gene	0	0	0	952:972
28411463	002	argininosuccinate lyase	gene	0	0	0	1038:1060
28411463	003	ASL	gene	0	0	0	1063:1065
28411463	004	amide I	gene	0	0	0	1256:1262,1286:1292,1410:1416,1438:1444,1256:1262,1286:1292,1410:1416,1438:1444
28411463	005	amide III	phenotype	0	0	0	1256:1264,1410:1418
28370610	001	embryonic blood	phenotype	0	0	0	1282:1296
28341929	001	anteriorly located ovary and testes	phenotype	0	0	0	1022:1056
28341929	002	posteriorly located ovary	phenotype	0	0	0	1271:1295
28341929	003	angle spines	phenotype	0	0	0	1604:1615
28341929	004	body length	phenotype	0	0	0	1738:1748
28341929	005	body size	phenotype	0	0	0	2016:2024
28277035	001	Pb deposits	phenotype	0	0	0	673:683,975:985
28277035	002	deterioration of mitochondria	phenotype	0	0	0	749:777
28198082	001	Phosphoenolpyruvate carboxykinase 1	gene	0	0	0	1:35
28198082	002	PCK1	gene	0	0	0	48:51,221:224,322:325,987:990,1063:1066,1274:1277,1063:1066,1274:1277,1364:1367,1545:1548,1660:1663,1545:1548,1660:1663
28198082	003	Jinyun Pockmark ducks and Cherry Valley ducks	phenotype	0	0	0	395:439
28198082	004	triglyceride level	phenotype	0	0	0	658:675
28198082	005	FBP1	gene	0	0	0	903:906
28198082	006	FBP2	gene	0	0	0	912:915
28198082	007	G6PC2	gene	0	0	0	954:958
28198082	008	forkhead box A2	gene	0	0	0	1079:1093
28198082	009	FOXA2	gene	0	0	0	1096:1100
28198082	00A	NR4A1	gene	0	0	0	1155:1159
28198082	00B	NR4A2	gene	0	0	0	1162:1166
28198082	00C	NR4A3	gene	0	0	0	1172:1176
28198082	00D	glucose homeostasis	phenotype	0	0	0	1586:1604
28174080	001	loss modulus	phenotype	0	0	0	769:780
28170210	001	poor immunological status	phenotype	0	0	0	120:144
28170210	002	parasitic infections	phenotype	0	0	0	994:1013
28107070	001	acute respiratory distress	phenotype	0	0	0	91:116
28107070	002	head shaking	phenotype	0	0	0	119:130
28107070	003	poor prognosis	phenotype	0	0	0	293:306
28107070	004	tracheal collapse	phenotype	0	0	0	372:388,874:890
28107070	005	osseous metaplasia of the cartilage	phenotype	0	0	0	732:766
28107070	006	lymphocytic infiltration	phenotype	0	0	0	802:825
27995135	001	virus infection	phenotype	0	0	0	151:165
27995135	002	tripartite motif containing 25	gene	0	0	0	172:201
27995135	003	TRIM25	gene	0	0	0	213:218,342:347,453:458,742:747,776:781,813:818,742:747,776:781,813:818,742:747,776:781,813:818,821:826,918:923,1250:1255
27995135	004	IFN	gene	0	0	0	965:967,982:984,1003:1005,965:967,982:984,1003:1005,965:967,982:984,1003:1005
27921292	001	cranial kinesis	phenotype	0	0	0	24:38,2108:2122,2451:2465
27921292	002	behavioral features	phenotype	0	0	0	193:211
27921292	003	craniofacial hinge	phenotype	0	0	0	1301:1318
27921292	004	articular cartilage	phenotype	0	0	0	1514:1532
27921292	005	fibrous capsule	phenotype	0	0	0	1591:1605
27921292	006	secondary articular cartilage	phenotype	0	0	0	2182:2210
27844479	001	ALB	gene	0	0	0	13:15,1548:1550
27844479	002	transcription factor	gene	0	0	0	990:1009
27844479	003	hepatocyte nuclear factor	gene	0	0	0	1039:1063
27844479	004	nuclear factor	gene	0	0	0	1050:1063,1158:1171
27836493	001	crowding stress	phenotype	0	0	0	752:766
27805842	001	viable parasites	phenotype	0	0	0	1119:1134
27373315	001	ataxia	phenotype	0	0	0	335:340
27373315	002	dorsal recumbency	phenotype	0	0	0	346:362
27373315	003	RA infection	phenotype	0	0	0	425:436
27373315	004	heterophilic pericarditis	phenotype	0	0	0	453:477
27373315	005	ventriculitis and meningitis	phenotype	0	0	0	510:537
27004808	001	genetic distance	phenotype	0	0	0	532:547
27736234	001	cerebellar disease	phenotype	0	0	0	114:131
27736234	002	microphthalmia	phenotype	0	0	0	164:177
27736234	003	erratic head movements	phenotype	0	0	0	180:201
27736234	004	ataxia	phenotype	0	0	0	208:213
27736234	005	bone defects	phenotype	0	0	0	302:313
27736234	006	cerebral cyst	phenotype	0	0	0	543:555
27736234	007	poor prognosis	phenotype	0	0	0	784:797
27726904	001	decreased sperm viability	phenotype	0	0	0	737:761
27726904	002	Plasma aminotransferase	gene	0	0	0	974:996
27726904	003	alanine aminotransferase	gene	0	0	0	1008:1031
27726904	004	Plasma testosterone concentrations	phenotype	0	0	0	1114:1147
27726904	005	dilated seminiferous tubules	phenotype	0	0	0	1345:1372
27702920	001	Heat stress	phenotype	0	0	0	1:11
27702920	002	heat stress	phenotype	0	0	0	254:264,709:719,1332:1342,1462:1472
27702920	003	body weight gain	phenotype	0	0	0	656:671
27702920	004	fatty acids	phenotype	0	0	0	1121:1131
27702920	005	heat stress conditions	phenotype	0	0	0	1187:1208
27702920	006	body weight	phenotype	0	0	0	1542:1552
27695931	001	gastrointestinal tract	phenotype	0	0	0	255:276
27638121	001	flaccid paralysis	phenotype	0	0	0	168:184
27638121	002	WNV infection	phenotype	0	0	0	435:447
27638121	003	JEV infection	phenotype	0	0	0	1362:1374
27610730	001	avium infection	phenotype	0	0	0	320:334
27561967	001	asymmetrical contests	phenotype	0	0	0	286:306
27561967	002	ovarian follicle maturation	phenotype	0	0	0	1120:1146
27531612	001	PPIA	gene	0	0	0	421:423,511:513,421:423,511:513,561:563
27524825	001	disruption of microbial membranes	phenotype	0	0	0	408:440
27520070	001	egg weight increased	phenotype	0	0	0	367:386
27520070	002	egg length	phenotype	0	0	0	1077:1086,1507:1516
27520070	003	egg weight	phenotype	0	0	0	1254:1263,1371:1380,1439:1448,1371:1380,1439:1448
27520070	004	body weight	phenotype	0	0	0	1290:1300,1386:1396
27520070	005	egg shell thickness	phenotype	0	0	0	1579:1597
27469959	001	Newcastle disease	phenotype	0	0	0	60:76
27449955	001	short beak	phenotype	0	0	0	103:112
27449955	002	growth retardation	phenotype	0	0	0	125:142
27449955	003	duck short beak	phenotype	0	0	0	230:244
27449955	004	dwarfism syndrome	phenotype	0	0	0	250:266
32908388	001	normal morphology	phenotype	0	0	0	67:83
32908388	002	plasma membrane integrity	phenotype	0	0	0	90:114
32908388	003	early embryonic mortality	phenotype	0	0	0	606:630
32908388	004	survival embryo rate	phenotype	0	0	0	646:665
27430716	001	TAP1	gene	0	0	0	519:522
27430716	002	TAP2	gene	0	0	0	524:527,588:591,524:527,588:591
27430716	003	genetic defects	phenotype	0	0	0	964:978
27387535	001	increased growth rate	phenotype	0	0	0	23:43
27387535	002	muscle mass	phenotype	0	0	0	49:59
27387535	003	mobility issues	phenotype	0	0	0	105:119
27387535	004	poor gait	phenotype	0	0	0	125:133
27387535	005	gait problems	phenotype	0	0	0	281:293
27387535	006	breast muscle mass	phenotype	0	0	0	613:630
27342841	001	TAP2	gene	0	0	0	748:751,811:814,748:751,811:814
27340332	001	lingual combs	phenotype	0	0	0	795:807
27314852	001	adaptive policies	phenotype	0	0	0	953:969
27309073	001	HPAIV infection	phenotype	0	0	0	325:339
27309057	001	hemagglutination inhibition	phenotype	0	0	0	1292:1318
27260395	001	trypsin cDNAs	gene	0	0	0	463:475
27260395	002	trypsin I	gene	0	0	0	586:594
27188826	001	gastrointestinal tract	phenotype	0	0	0	378:399
29988198	001	Parasitic infection	phenotype	0	0	0	1:19
29988198	002	shaped effracter	phenotype	0	0	0	1073:1088
29988198	003	male genitalia	phenotype	0	0	0	1097:1110
27175180	001	cytochrome b	gene	0	0	0	525:536,1257:1268
27175180	002	CLC	gene	0	0	0	669:671
27175180	003	coturnix and	phenotype	0	0	0	1130:1141
27175180	004	Meleagris gallopavo and Columba livia	phenotype	0	0	0	1162:1198
27115519	001	MLH1	gene	0	0	0	85:88,393:396,569:572
27115519	002	synaptonemal complexes	phenotype	0	0	0	216:237
27115519	003	meiotic nuclei	phenotype	0	0	0	246:259
27064738	001	Myocyte enhancer transcription factor 2D	gene	0	0	0	1:40
27064738	002	MEF2D	gene	0	0	0	43:47,205:209,348:352,402:406,561:565,627:631,561:565,627:631,759:763,810:814,844:848,810:814,844:848,1367:1371,1466:1470,1367:1371,1466:1470
27064738	003	transcription factor	gene	0	0	0	18:37,66:85
27064738	004	the growth and development of muscle	phenotype	0	0	0	101:136
27044589	001	neuropeptide Y	gene	0	0	0	69:82
27044589	002	NPY	gene	0	0	0	85:87,455:457,897:899,987:989,1546:1548,1700:1702,2236:2238
27044589	003	GAL	gene	0	0	0	103:105,463:465,845:847,996:998,1902:1904,2245:2247
27044589	004	pterygopalatine ganglion	phenotype	0	0	0	474:497
27044589	005	facial nerve	phenotype	0	0	0	1358:1369
27044589	006	lacrimal gland	phenotype	0	0	0	2443:2456
27040525	001	binding motif proteins 24	gene	0	0	0	5:29
27040525	002	MEF2C	gene	0	0	0	1303:1307
27040525	003	MEF2A	gene	0	0	0	1369:1373
27040525	004	myoblast differentiation	phenotype	0	0	0	1587:1610
27040525	005	muscle development	phenotype	0	0	0	1625:1642
26998334	001	IAV infection	phenotype	0	0	0	552:564
26998334	002	LPAIV infection	phenotype	0	0	0	1102:1116
26957635	001	duck egg white	phenotype	0	0	0	541:554,756:769
26957635	002	extracellular fatty acid	gene	0	0	0	834:857
26957635	003	binding protein precursor	gene	0	0	0	859:883
26957635	004	prostaglandin D2 synthase	gene	0	0	0	900:924
26957635	005	PG D2 synthase	gene	0	0	0	927:940
26957635	006	deleted in malignant brain tumors 1	gene	0	0	0	1008:1042
26957635	007	DMBT1	gene	0	0	0	1054:1058
26957635	008	cell defense	phenotype	0	0	0	1245:1256
26957635	009	embryonic development	phenotype	0	0	0	1287:1307
26908889	001	Yolk fertility	phenotype	0	0	0	462:475
26908889	002	yolk size	phenotype	0	0	0	545:553
26896549	001	heart ventricle mass	phenotype	0	0	0	527:546
26896549	002	body mass	phenotype	0	0	0	1036:1044
26896549	003	cardiac ventricles	phenotype	0	0	0	1401:1418
26886224	001	GAPDH	gene	0	0	0	580:584,1176:1180
26886224	002	gastrointestinal tract	phenotype	0	0	0	1127:1148
26886224	003	pathogen infection	phenotype	0	0	0	1712:1729
26862514	001	skeletal system	phenotype	0	0	0	393:407
26861074	001	lipid metabolism	phenotype	0	0	0	1080:1095
26861074	002	OTX2	gene	0	0	0	1175:1178
26861074	003	lecithin : cholesterol acyltransferase	gene	0	0	0	
26861074	004	LCAT	gene	0	0	0	1223:1226
26861074	005	apolipoprotein A	gene	0	0	0	1398:1413
26861074	006	APOA1	gene	0	0	0	1418:1422
26824840	001	body size	phenotype	0	0	0	394:402
26824796	001	Newcastle disease virus	phenotype	0	0	0	87:109
26824796	002	Newcastle disease enzootic	phenotype	0	0	0	898:923
26819540	001	TCF7L2	gene	0	0	0	1128:1133
26819540	002	EIF2AK3	gene	0	0	0	1136:1142
26819540	003	ELOVL2	gene	0	0	0	1145:1150
26819540	004	binding protein family	gene	0	0	0	1168:1189
26818053	001	oxygen consumption	phenotype	0	0	0	411:428
26818053	002	hypercapnia	phenotype	0	0	0	589:599,1063:1073,1166:1176,1291:1301
26782512	001	Tyrosinase	gene	0	0	0	1:10
26782512	002	TYR	gene	0	0	0	28:30
26782512	003	Liancheng white ducks	phenotype	0	0	0	222:242
26782512	004	transcription factor	gene	0	0	0	668:687
26690963	001	hepatic steatosis	phenotype	0	0	0	754:770
26690963	002	methionine deficiency	phenotype	0	0	0	1229:1249
26690963	003	weight gain	phenotype	0	0	0	1313:1323,1602:1612
26690963	004	abdominal fat weight	phenotype	0	0	0	1360:1379
26690963	005	triglyceride contents	phenotype	0	0	0	1408:1428
26690963	006	body weight	phenotype	0	0	0	1561:1571,1658:1668,1675:1685,1561:1571,1658:1668,1675:1685,1561:1571,1658:1668,1675:1685
26690963	007	liver weight	phenotype	0	0	0	1752:1763
26690963	008	lipid metabolism	phenotype	0	0	0	1941:1956
26648768	001	IgG A	gene	0	0	0	583:587
26648768	002	IgG B	gene	0	0	0	590:594
26648768	003	IgG C	gene	0	0	0	597:601
26634762	001	Newcastle disease	phenotype	0	0	0	50:66
26631753	001	cercarial dermatitis	phenotype	0	0	0	119:138
26631753	002	dwelling schistosomes of water birds	phenotype	0	0	0	217:252
26631753	003	cytochrome oxidase1	gene	0	0	0	1688:1706
26630129	001	developmental stage	phenotype	0	0	0	856:874
26587783	001	LEP	gene	0	0	0	127:129,662:664,919:921,948:950,1132:1134,1140:1142
26587783	002	mammalian energy balance	phenotype	0	0	0	67:90
26587783	003	energy balance	phenotype	0	0	0	843:856
26587783	004	embryonic development	phenotype	0	0	0	869:889
26587783	005	leptin receptor	gene	0	0	0	931:945
26587783	006	LEPR	gene	0	0	0	948:951,1140:1143
26576729	001	growth rate	phenotype	0	0	0	1233:1243
26551027	001	oxidative stress	phenotype	0	0	0	445:460,549:564,445:460,549:564,1245:1260
26551027	002	immune response	phenotype	0	0	0	463:477
26551027	003	blood Pb concentration	phenotype	0	0	0	900:921
26551027	004	hemolytic activity	phenotype	0	0	0	1064:1081
26436390	001	Pax7	gene	0	0	0	334:337,499:502,334:337,499:502,760:763
26436390	002	myogenic differentiation antigen	gene	0	0	0	362:393
26436390	003	MYOG	gene	0	0	0	417:420,860:863
26408030	001	inhabiting an industrialized wetland	phenotype	0	0	0	93:128
26398920	001	oculi artery	phenotype	0	0	0	95:106
26398920	002	ocular diseases	phenotype	0	0	0	316:330
26398920	003	right eye	phenotype	0	0	0	576:584
26398920	004	pectinis oculi artery	phenotype	0	0	0	733:753
26385467	001	snail host	phenotype	0	0	0	540:549
26385336	001	calcium deficiency	phenotype	0	0	0	69:86
26385336	002	mammillae density	phenotype	0	0	0	631:647
26385336	003	mammillary knob thickness	phenotype	0	0	0	653:677
26385336	004	secreted phosphoprotein 1	gene	0	0	0	874:898
26385336	005	SPP1	gene	0	0	0	901:904
26385336	006	carbonic anhydrase 2	gene	0	0	0	911:930
26385336	007	CA2	gene	0	0	0	933:935
26385336	008	CALB1	gene	0	0	0	1062:1066
26385336	009	calcium transport	phenotype	0	0	0	1107:1123
26385336	00A	Plasma estradiol concentration	phenotype	0	0	0	1268:1297
26342465	001	lymphoid infiltration of the intestine	phenotype	0	0	0	605:642
26342465	002	hemorrhages of the mucosa	phenotype	0	0	0	660:684
26342465	003	dilation of the intestine	phenotype	0	0	0	690:714
26323580	001	Ladoga Lake region	phenotype	0	0	0	161:178
26292258	001	gondii infection	phenotype	0	0	0	106:121,237:252
26218061	001	releasing hormone	gene	0	0	0	14:30
26218061	002	nesting dusks	phenotype	0	0	0	1216:1228
26218061	003	nesting ducks	phenotype	0	0	0	1317:1329
26218061	004	GnRH receptor	gene	0	0	0	1425:1437
26123724	001	body mass	phenotype	0	0	0	573:581
26123724	002	endogenous antioxidants and oxidative stress	phenotype	0	0	0	697:740
26121948	001	nocturnal density	phenotype	0	0	0	391:407,441:457
25955279	001	Endothelin receptor B subtype 2	gene	0	0	0	1:31
25955279	002	MITF	gene	0	0	0	1493:1496,1657:1660
25955279	003	TYR	gene	0	0	0	1569:1571,1577:1579,1663:1665,1671:1673
25955279	004	TYRP1	gene	0	0	0	1577:1581,1671:1675
25917302	001	body fat mass	phenotype	0	0	0	286:298
25917302	002	IGF2	gene	0	0	0	1053:1056
25917302	003	FABP5	gene	0	0	0	1059:1063
25917302	004	BMP7	gene	0	0	0	1066:1069
25917302	005	lipid metabolism	phenotype	0	0	0	1021:1036
25917302	006	RRM2	gene	0	0	0	1093:1096
25917302	007	CYR61	gene	0	0	0	1106:1110
25917302	008	TNFRSF19	gene	0	0	0	1194:1201
25917302	009	TNFAIP6	gene	0	0	0	1204:1210
25917302	00A	IGSF21	gene	0	0	0	1213:1218
25917302	00B	NCF1	gene	0	0	0	1221:1224
25917302	00C	tumor suppression	phenotype	0	0	0	1162:1178
25843471	001	lethargy	phenotype	0	0	0	101:108
25843471	002	swollen left eye	phenotype	0	0	0	116:131
25843471	003	Mucoid discharge	phenotype	0	0	0	139:154
25843471	004	conjunctival hyperemia	phenotype	0	0	0	171:192
25843471	005	anterior uveitis	phenotype	0	0	0	231:246
25843471	006	ocular disease	phenotype	0	0	0	1037:1050
25816333	001	proteins with tetratricopeptide repeats	gene	0	0	0	24:62
25816333	002	cell proliferation	phenotype	0	0	0	152:169
25816333	003	IFIT1	gene	0	0	0	284:288
25816333	004	IFIT2	gene	0	0	0	291:295
25816333	005	IFIT3	gene	0	0	0	298:302
25816333	006	IFIT5	gene	0	0	0	308:312,399:403,487:491,496:500,1524:1528
25816333	007	TPR	gene	0	0	0	838:840,882:884,893:895
25724855	001	pellucidus and Prosthogonimus rarus	phenotype	0	0	0	495:529
25715691	001	Pekin L	gene	0	0	0	413:419
25715691	002	white plumage mule ducklings	phenotype	0	0	0	431:458
25706595	001	electron diffraction pattern	phenotype	0	0	0	300:327
25706091	001	AHR	gene	0	0	0	1107:1109
25691969	001	LPAIV infection	phenotype	0	0	0	263:277,865:879
25691969	002	body condition	phenotype	0	0	0	313:326
25691969	003	autumn LPAIV infection	phenotype	0	0	0	489:510
25691969	004	body mass	phenotype	0	0	0	661:669,854:862
25691969	005	Body mass	phenotype	0	0	0	706:714
25691969	006	short distance	phenotype	0	0	0	1251:1264
25669618	001	assemblage B	phenotype	0	0	0	806:817
25669618	002	duodenalis assemblage D in Garrulus glandarius	phenotype	0	0	0	872:917
25669618	003	duodenalis assemblage F in Anas platyrhynchos	phenotype	0	0	0	927:971
25669618	004	Cryptosporidium meleagridis in Streptopelia turtur	phenotype	0	0	0	1076:1125
25652220	001	common greenshanks	phenotype	0	0	0	453:470
25636141	001	acute disease	phenotype	0	0	0	661:673
25636141	002	myocardial degeneration	phenotype	0	0	0	782:804
25636141	003	coagulative necrosis	phenotype	0	0	0	810:829
25636141	004	acute heart failure	phenotype	0	0	0	847:865
25636141	005	necrotizing myocarditis	phenotype	0	0	0	889:911
25636141	006	pulmonary perivascular oedema	phenotype	0	0	0	937:965
25636141	007	splenic and bursal lymphoid depletion	phenotype	0	0	0	1001:1037
25636141	008	cardiac failure	phenotype	0	0	0	1385:1399
25636141	009	clinical disease	phenotype	0	0	0	1513:1528
25590589	001	egg mass	phenotype	0	0	0	459:466,1003:1010
25590589	002	body mass	phenotype	0	0	0	1061:1069,1128:1136,1061:1069,1128:1136
25590589	003	yolk sac mass	phenotype	0	0	0	1189:1201
25590589	004	body size	phenotype	0	0	0	1272:1280
25577952	001	liver weight	phenotype	0	0	0	41:52,1121:1132
25577952	002	growth axis	phenotype	0	0	0	132:142
25577952	003	GHRH	gene	0	0	0	320:323
25577952	004	pituitary growth hormone	gene	0	0	0	346:369
25577952	005	GH	gene	0	0	0	320:321,372:373,408:409
25577952	006	liver growth hormone receptor	gene	0	0	0	377:405
25577952	007	GHR	gene	0	0	0	320:322,408:410
25577952	008	like growth factor	gene	0	0	0	425:442
25577952	009	early growth	phenotype	0	0	0	1534:1545
25518447	001	C botulism	phenotype	0	0	0	31:40,154:163
25481845	001	white Pekin mallards	phenotype	0	0	0	143:162,1452:1471
25481845	002	respiratory disorders	phenotype	0	0	0	270:290
25481845	003	skin lesions	phenotype	0	0	0	296:307
25481845	004	white nodules	phenotype	0	0	0	430:442
25481845	005	multifocal skin lesions	phenotype	0	0	0	508:530
25481845	006	granulomatous inflammation	phenotype	0	0	0	735:760
25481845	007	dermatitis	phenotype	0	0	0	821:830
25481845	008	necrotizing folliculitis	phenotype	0	0	0	853:876
25481845	009	skin lesion	phenotype	0	0	0	1199:1209
25481845	00A	cutaneous lesions	phenotype	0	0	0	1304:1320
25450775	001	cytochrome b	gene	0	0	0	588:599
25450775	002	cyt b	gene	0	0	0	602:606
25450775	003	infected blood	phenotype	0	0	0	871:884
25450775	004	malaria parasite	phenotype	0	0	0	1979:1994
25391154	001	wildlife infectious disease epidemiology	phenotype	0	0	0	171:210
25391154	002	clonal expansion	phenotype	0	0	0	1008:1023
25386907	001	intraspecific nest parasitism	phenotype	0	0	0	688:716
25386907	002	detecting parasitic eggs	phenotype	0	0	0	761:784
25386907	003	body mass	phenotype	0	0	0	1241:1249
25386907	004	egg size	phenotype	0	0	0	1255:1262
25208517	001	dry weight	phenotype	0	0	0	752:761
