species	gene_id	gene_name	gene	trait_ontology	trait	sentence	pubmed_id	relevant	irrelevant	sentence_id
Anas platyrhynchos	ENSAPLG00020001281	Insulin-like growth factor II	IGF2	-	lipid metabolism	In Peking ducks, some lipid metabolism-related genes (IGF2, FABP5, BMP7, etc.)	25917302	0	0	APL25917302001
Anas platyrhynchos	ENSAPLG00020006934	Fatty acid-binding protein 5	FABP5	-	lipid metabolism	In Peking ducks, some lipid metabolism-related genes (IGF2, FABP5, BMP7, etc.)	25917302	0	0	APL25917302001
Anas platyrhynchos	ENSAPLG00020008104	Tumor necrosis factor receptor superfamily member 19 TRADE Toxicity and JNK inducer Precursor	TNFRSF19	-	tumor suppression	were upregulated, whereas genes related to tumor suppression and immunity (TNFRSF19, TNFAIP6, IGSF21, NCF1, etc.)	25917302	0	0	APL25917302002
Anas platyrhynchos	ENSAPLG00020016851	Tumor necrosis factor-inducible gene 6 protein Hyaluronate-binding protein TNF-stimulated gene 6 protein	TNFAIP6	-	tumor suppression	were upregulated, whereas genes related to tumor suppression and immunity (TNFRSF19, TNFAIP6, IGSF21, NCF1, etc.)	25917302	0	0	APL25917302002
Anas platyrhynchos	ENSAPLG00020016439	Immunoglobulin superfamily member 21	IGSF21	-	tumor suppression	were upregulated, whereas genes related to tumor suppression and immunity (TNFRSF19, TNFAIP6, IGSF21, NCF1, etc.)	25917302	0	0	APL25917302002
Anas platyrhynchos	ENSAPLG00020013708	Somatoliberin Growth hormone-releasing factor	GHRH	-	SS	Duck hypothalamic growth hormone release hormone (GHRH), somatostatin (SS), pituitary growth hormone (GH), liver growth hormone receptor (GHR) and insulin-like growth factor-I (IGF-1) mRNA were first detected on the 13th embryonic day.	25577952	0	0	APL25577952001
Anas platyrhynchos	ENSAPLG00020013139	Somatotropin Growth hormone Precursor	GH	-	SS	Duck hypothalamic growth hormone release hormone (GHRH), somatostatin (SS), pituitary growth hormone (GH), liver growth hormone receptor (GHR) and insulin-like growth factor-I (IGF-1) mRNA were first detected on the 13th embryonic day.	25577952	0	0	APL25577952001
Anas platyrhynchos	ENSAPLG00020002251	Growth hormone receptor	GHR	-	SS	Duck hypothalamic growth hormone release hormone (GHRH), somatostatin (SS), pituitary growth hormone (GH), liver growth hormone receptor (GHR) and insulin-like growth factor-I (IGF-1) mRNA were first detected on the 13th embryonic day.	25577952	0	0	APL25577952001
Anas platyrhynchos	ENSAPLG00020016413	Beta-glucuronidase	GUSB	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020016413	Beta-glucuronidase	GUSB	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020016413	Beta-glucuronidase	GUSB	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020016413	Beta-glucuronidase	GUSB	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020017073	Porphobilinogen deaminase	HMBS	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020017073	Porphobilinogen deaminase	HMBS	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020017073	Porphobilinogen deaminase	HMBS	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020017073	Porphobilinogen deaminase	HMBS	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020007385	60S ribosomal protein L13 Breast basic conserved protein 1	RPL13	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020007385	60S ribosomal protein L13 Breast basic conserved protein 1	RPL13	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020007385	60S ribosomal protein L13 Breast basic conserved protein 1	RPL13	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020007385	60S ribosomal protein L13 Breast basic conserved protein 1	RPL13	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020005070	40S ribosomal protein S7 Small ribosomal subunit protein eS7	RPS7	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020005070	40S ribosomal protein S7 Small ribosomal subunit protein eS7	RPS7	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020005070	40S ribosomal protein S7 Small ribosomal subunit protein eS7	RPS7	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020005070	40S ribosomal protein S7 Small ribosomal subunit protein eS7	RPS7	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020000384	Succinate dehydrogenase [ubiquinone[from Swiss-Prot]	SDHA	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020000384	Succinate dehydrogenase [ubiquinone[from Swiss-Prot]	SDHA	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020000384	Succinate dehydrogenase [ubiquinone[from Swiss-Prot]	SDHA	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020000384	Succinate dehydrogenase [ubiquinone[from Swiss-Prot]	SDHA	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020011868	Transferrin receptor protein 1	TFRC	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020011868	Transferrin receptor protein 1	TFRC	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020011868	Transferrin receptor protein 1	TFRC	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020011868	Transferrin receptor protein 1	TFRC	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020016063	Vimentin	VIM	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020016063	Vimentin	VIM	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020016063	Vimentin	VIM	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020016063	Vimentin	VIM	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020003608	14-3-3 protein zeta	YWHAZ	-	domestic turkey	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020003608	14-3-3 protein zeta	YWHAZ	-	Nymphicus hollandicus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020003608	14-3-3 protein zeta	YWHAZ	-	Struthio camelus	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020003608	14-3-3 protein zeta	YWHAZ	-	Taeniopygia guttata	Here we report testing a set for 14 candidate reference genes (18S, ABL, GAPDH, GUSB, HMBS, HPRT, PGK1, RPL13, RPL19, RPS7, SDHA, TFRC, VIM, YWHAZ) on different tissues of the mallard (Anas platyrhynchos), domestic chicken (Gallus gallus domesticus), common crane (Grus grus), white-tailed eagle (Haliaeetus albicilla), domestic turkey (Meleagris gallopavo f. domestica), cockatiel (Nymphicus hollandicus), Humboldt penguin (Sphenicus humboldti), ostrich (Struthio camelus) and zebra finch (Taeniopygia guttata), spanning a broad range of the phylogenetic tree of birds.	24926893	0	0	APL24926893001
Anas platyrhynchos	ENSAPLG00020017598	Leukocyte cell-derived chemotaxin-2	LECT2	-	regulation of liver regeneration	Leukocyte cell-derived chemotaxin 2 (LECT2), first identified as a chemotactic factor, is involved in the regulation of liver regeneration, carcinogenesis, and natural killer T-cell homeostasis in mammals.	24076354	0	0	APL24076354001
Anas platyrhynchos	ENSAPLG00020017598	Leukocyte cell-derived chemotaxin-2	LECT2	-	natural killer T	Leukocyte cell-derived chemotaxin 2 (LECT2), first identified as a chemotactic factor, is involved in the regulation of liver regeneration, carcinogenesis, and natural killer T-cell homeostasis in mammals.	24076354	0	0	APL24076354001
Anas platyrhynchos	ENSAPLG00020017598	Leukocyte cell-derived chemotaxin-2	LECT2	-	cell homeostasis	Leukocyte cell-derived chemotaxin 2 (LECT2), first identified as a chemotactic factor, is involved in the regulation of liver regeneration, carcinogenesis, and natural killer T-cell homeostasis in mammals.	24076354	0	0	APL24076354001
Anas platyrhynchos	ENSAPLG00020016334	Low-density lipoprotein receptor-related protein 8	LRP8	-	body lipoprotein homeostasis	Low-density lipoprotein receptor-related protein 8 (LRP8) is a member of the low-density lipoprotein receptor gene family that functions in body lipoprotein homeostasis.	23224277	0	0	APL23224277001
Anas platyrhynchos	ENSAPLG00020007600	Melanocyte-stimulating hormone receptor	MC1R	-	Anas platyrhynchos	Non-synonymous SNPs in MC1R gene are associated with the extended black variant in domestic ducks (Anas platyrhynchos).	22591010	0	0	APL22591010001
Anas platyrhynchos	ENSAPLG00020014280	Myocyte-specific enhancer factor 2A	MEF2A	-	AGAMOUS	In silico analysis showed that MEF2A contained MADS (MCM1, AGAMOUS, DEFICIENS and SRF - serum response factor), MEF2 and mitogen-activated protein kinase (MAPK) transcription domains with high homology to related proteins in other species.	22481893	0	0	APL22481893001
Anas platyrhynchos	ENSAPLG00020008731	Serum response factor	SRF	-	AGAMOUS	In silico analysis showed that MEF2A contained MADS (MCM1, AGAMOUS, DEFICIENS and SRF - serum response factor), MEF2 and mitogen-activated protein kinase (MAPK) transcription domains with high homology to related proteins in other species.	22481893	0	0	APL22481893001
Anas platyrhynchos	ENSAPLG00020015275	Very low-density lipoprotein receptor	VLDLR	-	body weight	An association analysis using two completely linked SNP sites (T/C at position 2025 bp of the ORF and G/A in intron 13) and records from two generations demonstrated that the duck VLDLR gene was significantly associated with egg production (P < 0.01), age of first egg (P < 0.01) and body weight of first egg (P < 0.05).	21819592	0	0	APL21819592001
Anas platyrhynchos	ENSAPLG00020017400	-	Ovotransferrin	-	egg white	Ovotransferrin and ovalbumin were identified in all species while c-type lysozyme was present in chicken, turkey and duck egg white samples, but not in goose.	18409086	0	0	APL18409086002
Anas platyrhynchos	ENSAPLG00020016835	Prolactin	PRL	-	body mass	We compared body mass, plasma osmolality (Osm(pl)), plasma volume, concentrations of plasma ions, and arginine vasotocin (AVT), angiotensin II (AII), prolactin, (PRL), and aldosterone (ALDO), in relation to plasma melatonin (MT).	16938296	0	0	APL16938296001
Anas platyrhynchos	ENSAPLG00020006108	D-dopachrome decarboxylase	DDT	-	Anas platyrhynchos	DDT homologues and PCBs in eggs of great crested grebe (Podiceps cristatus) and mallard (Anas platyrhynchos) from Lake Maggiore (Italy).	12481873	0	0	APL12481873001
