ID	PMID	title	author	journal	time&volume	other_info	abstract
472	23307386	Infectivity of avian influenza virus-positive field samples for mallards: what do our diagnostic results mean-	Brown JD, Poulson R, Carter DL, Lebarbenchon C, Stallknecht DE	J Wildl Dis	 2013 Jan;49(1):180-5	 doi: 107589/2011-11-322	Most surveillance programs for avian influenza (AI) virus in wild birds utilize molecular tests such as real-time reverse transcription-PCR (RRT-PCR) or virus isolation (VI) in embryonating chicken eggs. To provide insight into the relationship between positive diagnostic test results and infectivity for an avian host, we challenged Mallards (Anas platyrhynchos) with Mallard-derived cloacal swab field samples found positive by VI or RRT-PCR. Six of 11 samples that were both RRT-PCR positive and VI positive infected Mallards. Sample infectivity for Mallards appeared to be dependent on concentration of infectious virus in the sample; five of the six samples that replicated in Mallards had a measurable virus titer, whereas four of the five samples that did not infect Mallards had titers below the limit of detection (10(0.9) median embryo infectious dose/0.2 mL). None of seven samples that were RRT-PCR positive and VI negative infected Mallards. These results indicate that embryonating chicken eggs are a sensitive diagnostic tool for detecting Mallards excreting infectious AI virus at a high enough concentration to infect another Mallard; however, not all cloacal swab field samples that are positive by VI or RRT-PCR are infective to another Mallard. Additionally, our results indicate that Mallards are susceptible to Mallard-origin AI viruses that have not been propagated in embryonating chicken eggs and that some of these virus strains can infect birds at titers that are lower than those typically used in experimental challenge studies. These data highlight a need to examine the effects of using egg-propagated AI viruses in experimental trials.
473	23307376	Pathobiology and virus shedding of low-pathogenic avian influenza virus (A/H1N1) infection in mallards exposed to oseltamivir.	Brojer C, Jarhult JD, Muradrasoli S, Soderstrom H, Olsen B, Gavier-Widen D	J Wildl Dis	 2013 Jan;49(1):103-13	 doi: 107589/2011-11-335	Low-pathogenic avian influenza (LPAI) viruses in wild birds are important as they can constitute the basis for the development of highly pathogenic avian influenza viruses or form part of human-adapted strains with pandemic potential. However, the pathogenesis of LPAI viruses is not well characterized in dabbling ducks, one of the natural reservoirs of LPAI viruses. Between 21 September 2009 and 21 December 2009, we used real-time reverse transcriptase polymerase chain reaction (q-PCR), histopathology, and immunohistochemistry (IHC) to study Mallards (Anas platyrhynchos) infected with an influenza A/H1N1 virus isolated from a wild Mallard in Sweden. The ducks were either inoculated intraesophageally ("artificial infection") or infected by virus shed by other ducks in the experiment ("contact infection"). The ducks were subjected to three low concentrations (80 ng/L, 1 mug/L, and 80 mug/L) of the active metabolite of oseltamivir (Tamiflu((R))), oseltamivir carboxylate (OC), which resulted in the development of the viral resistance mutation H274Y at 1 and 80 mug/L. The LPAI virus infection was localized to the intestinal tract and cloacal bursa except in one Mallard. The exception was a duck euthanized 1 day postinoculation, whose infection was located solely in the lung, possibly due to intratracheal deposition of virus. The intestinal infection was characterized by occasional degenerating cells in the lamina propria and presence of viral antigen as detected by IHC, as well as positive q-PCR performed on samples from feces and intestinal contents. Histopathologic changes, IHC positivity, and viral shedding all indicated that the infection peaked early, around 2 days postinfection. Furthermore, more viral antigen and viral RNA were detected with IHC and q-PCR in the proximal parts early in the infection. There was no obvious difference in the course of the infection in artificial versus contact infection, when the level of OC was increased from 80 ng/L to 1 mug/L (based on IHC and q-PCR), when the level of OC was increased to 80 mug/L, or when the resistance mutation H274Y developed (based on q-PCR).
474	23243235	Tissue distribution, expression, and antimicrobial activity of Anas platyrhynchos avian beta-defensin 6.	Peng KS, Ruan LS, Tu J, Qi KZ, Jiang LH	Poult Sci	 2013 Jan;92(1):97-104	 doi: 103382/ps2012-02562	In this study, a novel avian beta-defensin (AvBD) was isolated from the Chaohu duck. The complete nucleotide sequence of the gene contained a 204-bp open reading frame that encoded 67 amino acids (aa), including a signal peptide of 20 aa, a propiece of 5 aa, and a mature peptide of 42 aa. The homology, characterization, and comparison of this gene with AvBD from other avian species confirmed that it was duck AvBD6. Also, the preproprotein of AvBD6 from chicken, goose, and duck was highly conserved with 100% aa homology. The AvBD6 mRNA was widely expressed in the investigated tissues of healthy 5-mo-old ducks, with the exception of the skin, kidney, and bursa. The AvBD6 mRNA was highly expressed in the spleen, lung, stomach, tongue, and egg yolk, successively; moderately expressed in the bone marrow and liver; and expressed to lower degrees in the trachea, heart, intestine, muscle, esophagus, and testis. We produced recombinant AvBD6 by expressing the gene in Escherichia coli. The yield of soluble glutathione S-transferees (GST)-AvBD6 in the inclusion bodies increased significantly as the incubation temperature was decreased from 37 to 30 degrees C. As expected, the GST-AvBD6 exhibited strong bactericidal properties [minimum inhibitory concentration (MIC) = 0.5 to 2 muM] against the Aeromonas veronii biovar sobria strain BJCP-5, E. coli, and Enterococcus faecalis [ATCC 29212); it possessed medium bactericidal properties (MIC = 4 to 8 muM) against Staphylococcus aureus, Salmonella enteritidis, Pseudomonas aeruginosa (ATCC 27853), and Bacillus subtilis (CMCC 63501;; and it possessed low bactericidal properties (MIC = 16 muM) against Candida albicans (ATCC 10231). Additionally, the antimicrobial activity of GST-AvBD6 proved to be the same as that of synthetic AvBD6. The A. veronii biovar sobria strain BJCP-5 cells that were treated with GST-AvBD6 showed lysis and shrinkage under scanning electron microscopy. The mechanisms of AvBD6-mediated killing of A. veronii biovar sobria involved both cell lysis and nonlysis. Our results indicate that AvBD6 plays an important role in the innate immunity of the Chaohu duck.
475	23242805	Replication of 2 subtypes of low-pathogenicity avian influenza virus of duck and gull origins in experimentally infected Mallard ducks.	Daoust PY, van de Bildt M, van Riel D, van Amerongen G, Bestebroer T, Vanderstichel R, Fouchier RA, Kuiken T	Vet Pathol	 2013 May;50(3):548-59	 doi: 101177/0300985812469633 Epub 2012 Dec 14	Many subtypes of low-pathogenicity avian influenza (LPAI) virus circulate in wild bird reservoirs, but their prevalence may vary among species. We aimed to compare by real-time reverse-transcriptase polymerase chain reaction, virus isolation, histology, and immunohistochemistry the distribution and pathogenicity of 2 such subtypes of markedly different origins in Mallard ducks (Anas platyrhynchos): H2N3 isolated from a Mallard duck and H13N6 isolated from a Ring-billed Gull (Larus delawarensis). Following intratracheal and intraesophageal inoculation, neither virus caused detectable clinical signs, although H2N3 virus infection was associated with a significantly decreased body weight gain during the period of virus shedding. Both viruses replicated in the lungs and air sacs until approximately day 3 after inoculation and were associated with a locally extensive interstitial, exudative, and proliferative pneumonia. Subtype H2N3, but not subtype H13N6, went on to infect the epithelia of the intestinal mucosa and cloacal bursa, where it replicated without causing lesions until approximately day 5 after inoculation. Larger quantities of subtype H2N3 virus were detected in cloacal swabs than in pharyngeal swabs. The possible clinical significance of LPAI virus-associated pulmonary lesions and intestinal tract infection in ducks deserves further evaluation.
476	23237368	Circulation and phylogenetic relationship of chicken and turkey-origin astroviruses detected in domestic ducks (Anas platyrhynchos domesticus).	Bidin M, Bidin Z, Majnaric D, Tisljar M, Lojkic I	Avian Pathol	 2012 Dec;41(6):555-62	 doi: 101080/030794572012733340	The natural occurrence of chicken and turkey-origin astroviruses in domestic ducks (Anas platyrhynchos domesticus) is described. Twenty-two duck flocks were covered by this research. The liver, spleen, kidney and intestines were sampled and tested by reverse-transcription polymerase chain reaction for the presence of avian nephritis virus (ANV), chicken astrovirus (CAstV), turkey astrovirus (TAstV)-1, TAstV-2 and duck astrovirus. The astrovirus infection was confirmed in multiple organ samples from 59.1% of tested flocks. CAstV was detected in one flock, TAstV-2 in three flocks and ANV in 10 flocks. The molecular and phylogenetic analysis of the small open reading frame (ORF) 1b fragment (130 nucleotides) of all chicken and turkey-origin astroviruses detected in ducks showed that ANV-sequence group was more distant from CastV, TAstV-1 and TAstV-2 sequences, which formed a separate, more related group. ANV sequences were divided into three subgroups, suggesting that several types of ANV were circulating in Croatian duck flocks. The comparison of the partial ORF 1b (254 nucleotides) duck ANV sequences with 21 ANVs detected in various avian species (chickens, turkeys, geese, guinea fowl and pigeons) revealed they shared the higher nucleotide (95.6 to 97.2%) and amino acid (98.8 to 100%) identity with two ANV-2-like sequences from chickens (GA-SEP-A451-05 and GA-CK-SEP ANV-364-2005). Phylogenetic neighbour-joining tree analysis based on the same nucleotide alignment, and performed using the Jukes-Cantor method, clustered the compared sequences into three groups. All analysed duck ANV sequences showed a close phylogenetic relationship with chicken-origin ANVs. Additional work is required to determine the significance and pathogenicity of chicken and turkey-origin astroviruses in domestic ducks.
477	23237367	Tissue tropism and pathology of natural influenza virus infection in black-headed gulls (Chroicocephalus ridibundus).	Hofle U, Van de Bildt MW, Leijten LM, Van Amerongen G, Verhagen JH, Fouchier RA, Osterhaus AD, Kuiken T	Avian Pathol	 2012 Dec;41(6):547-53	 doi: 101080/030794572012744447	Black-headed gulls (Chroicocephalus ridibundus) are a suitable host species to study the epidemiology of low-pathogenic avian influenza virus (LPAIV) infection in wild waterbirds because they are a common colony-breeding species in which LPAIV infection is detected frequently, limited mainly to the H13 and H16 subtypes. However, the sites of virus replication and associated lesions are poorly understood. We therefore performed virological and pathological analyses on tissues of black-headed gulls naturally infected with LPAIV. We found that 24 of 111 black-headed gulls collected from breeding colonies were infected with LPAIV (10 birds with H16N3, one bird with H13N8, 13 birds undetermined), based on virus and viral genome detection in pharyngeal and cloacal swabs. Of these 24 gulls, 15 expressed virus antigen in their tissues. Virus antigen expression was limited to epithelial cells of intestine and cloacal bursa. No histological lesions were detected in association with virus antigen expression. Our findings show that LPAIV replication in the intestinal tract of black-headed gulls is mainly a superficial infection in absence of detectable lesions, as determined recently for natural LPAIV infection in free-living mallards (Anas platyrhynchos). These findings imply that LPAIV in black-headed gulls has adapted to minimal pathogenicity to its host and that potentially the primary transmission route is faecal-oral.
478	23224277	The cloning, characterization, and expression profiling of the LRP8 gene in duck (Anas platyrhynchos).	Hu S, Liu H, Pan Z, Ding F, Kou J, Li L, Wang J	Mol Cell Biochem	 2013 Mar;375(1-2):139-49	 doi: 101007/s11010-012-1536-z Epub 2012 Dec 7	Low-density lipoprotein receptor-related protein 8 (LRP8) is a member of the low-density lipoprotein receptor gene family that functions in body lipoprotein homeostasis. In this study, reverse transcription-polymerase chain reaction, rapid amplification of cDNA ends, and real-time PCR were performed to characterize the duck LRP8 gene. The cDNA of duck LRP8 contained a 14-bp 5' UTR, a 2754-bp open reading frame, and a 189-bp 3' UTR. The duck LRP8 encoded a protein of 917 amino acid residues composed of five functional domains and resembling other members of the LDLR family, and it displayed high nucleotide and amino acid homology to the LRP8 sequences in other avian species. The mRNA expression level of LRP8 was greater in duck extra-hepatic adipose tissue than in the liver. The peak expression values of LRP8 in both liver and adipose tissues occurred at week 1 and were significantly higher than the values observed during any other week (p < 0.05). Differences in the expression patterns of LRP8 mRNA from weeks 2 to 8 of growth were observed in different organs. A consistent low expression was observed in the liver, and fluctuating expression was observed in the subcutaneous adipose tissue (up- and then down-regulated) and abdominal adipose tissue (down-, then up-, then down-regulated). These findings suggest that LRP8 might play more important roles in regulating lipid metabolism in extra-hepatic adipose tissues than in the liver during early growth after hatching in the duck.
479	23214376	Computed tomographic and densitometric analysis of tibiotarsal bone mineral density and content in postnatal Peking ducks (Anas platyrhynchos var. domestica) as influenced by age and sex.	Charuta A, Cooper RG	Pol J Vet Sci	 2012;15(3):537-45	 doi: 102478/v10181-012-0083-6	The bone mineral density BMD and content BMC were analysed in the tibiotarsal bones of ducks in the postnatal development as influenced by age and sex. One hundred birds from the nesting till the slaughtering maturity were included in the experiment. The analysis was conducted using a densitometer, Norland - Excell Plus and pQCT computed tomography, XCT Research SA Plus. The statistical analysis was conducted using the Kruskal-Wallis one-way analysis of variance (age) and the U-Mann -Withney test (sex). All calculations were performed in Statistica 9.0 (StatSoft, Inc. Tulsa, USA), at P < or = 0.05. Two-factor analysis of variance ANOVA was applied and Pearson's correlation coefficients were calculated. The densitometer research showed that BMD and BMC increased in the postnatal development for both sexes. The volumetric bone mineral density vBMD analysis using computed tomography showed that volumetric bone mineral density vBMD of the middle of the diaphyses in situ gradually attenuated during the postnatal development both in males and females, i.e. from 620 mg/cm3 (2 wk) to 500 mg/cm3 (8 wk). The biggest vBMD loss was observed in the diaphyses of females in 4 and 6 wk (r = -0.63 and r = -0.79; P > or = 0.05). The BMC decrease was observed in the proximal metaphyses between 4 and 6 wk for both sexes, r = -0.52 (males), r = -0.53 (females); P < or = 0.05. The gradual loss may be the cause of deformities and fractures of the tibiotarsal bones observed from 4 wk in particular bone sections of both sexes. The achieved results may constitute a helpful source of information for water poultry breeders to prevent limb diseases.
480	23212020	Bioserotypes and virulence markers of Yersinia enterocolitica strains isolated from mallards (Anas platyrhynchos) and Pheasants (Phasianus colchicus).	Bancerz-Kisiel A, Szczerba-Turek A, Lipczynska K, Stenzel T, Szweda W	J Food Prot	 2012 Dec;75(12):2219-22	 doi: 104315/0362-028XJFP-12-214	Yersinia enterocolitica is the causative agent of yersiniosis in different animal species and in humans. Food contaminated with Y. enterocolitica is the main source of infection for humans, and swine plays a major role in the transmission of the disease. There are a limited number of reports of the prevalence of Y. enterocolitica in wild animals and birds. This study characterized virulence markers associated with Y. enterocolitica isolates recovered from mallards and pheasants. Y. enterocolitica strains were isolated from 5 (11.11%) of 45 mallards originating from a cold culture (peptone, sorbitol, and bile salts medium) belonging to biotype 1A. Serotyping showed that three of these five serotypes represented serotype O:8, one belonged to serotype O:5, and one did not agglutinate with any of the sera and was classified as nonidentified. Molecular analysis for virulence markers detected the ystB gene, which encodes an enterotoxin, in five isolates. Y. enterocolitica was not detected in any of the 16 examined pheasants.
481	23148259	Detection of QTL controlling metabolism, meat quality, and liver quality traits of the overfed interspecific hybrid mule duck.	Kileh-Wais M, Elsen JM, Vignal A, Feves K, Vignoles F, Fernandez X, Manse H, Davail S, Andre JM, Bastianelli D, Bonnal L, Filangi O, Baeza E, Guemene D, Genet C, Bernadet MD, Dubos F, Marie-Etancelin C	J Anim Sci	 2013 Feb;91(2):588-604	 doi: 102527/jas2012-5411 Epub 2012 Nov 12	The mule duck, an interspecific hybrid obtained by crossing common duck (Anas platyrhynchos) females with Muscovy (Cairina moschata) drakes, is widely used for fatty liver production. The purpose of the present study was to detect and map single and pleiotropic QTL that segregate in the common duck species, and influence the expression of traits in their overfed mule duck offspring. To this end, we generated a common duck backcross (BC) population by crossing Kaiya and heavy Pekin experimental lines, which differ notably in regard to the BW and overfeeding ability of their mule progeny. The BC females were mated to Muscovy drakes and, on average, 4 male mule ducks hatched per BC female (1600 in total) and were measured for growth, metabolism during growth and the overfeeding period, overfeeding ability, and the quality of their breast meat and fatty liver. The phenotypic value of BC females was estimated for each trait by assigning to each female the mean value of the phenotypes of her offspring. Estimations allowed for variance, which depended on the number of male offspring per BC and the heritability of the trait considered. The genetic map used for QTL detection consisted of 91 microsatellite markers aggregated into 16 linkage groups (LG) covering a total of 778 cM. Twenty-two QTL were found to be significant at the 1% chromosome-wide threshold level using the single-trait detection option of the QTLMap software. Most of the QTL detected were related to the quality of breast meat and fatty liver: QTL for meat pH 20 min post mortem were mapped to LG4 (at the 1% genome-wide significance level), and QTL for meat lipid content and cooking losses were mapped to LG2a. The QTL related to fatty liver weight and liver protein and lipid content were for the most part detected on LG2c and LG9. Multitrait analysis highlighted the pleiotropic effects of QTL in these chromosome regions. Apart from the strong QTL for plasma triglyceride content at the end of the overfeeding period mapped to chromosome Z using single-trait analysis, all metabolic trait QTL were detected with the multitrait approach: the QTL mapped to LG14 and LG21 affected the plasma cholesterol and triglyceride contents, whereas the QTL mapped to LG2a seemed to impact glycemia and the basal plasma corticosterone content. A greater density genetic map will be needed to further fine map the QTL.
482	23145510	Toxoplasma gondii in waterfowl: the first detection of this parasite in Anas crecca and Anas clypeata from Italy.	Mancianti F, Nardoni S, Mugnaini L, Poli A	J Parasitol	 2013 Jun;99(3):561-3	 doi: 101645/12-341 Epub 2012 Nov 12	Understanding the spread of Toxoplasma gondii in waterfowl is of interest for elucidating the potential involvement of these birds in maintaining the parasitic life cycle because birds are exposed to these parasites. Sera from 103 adult, free-range game birds, representing 13 different species living in the Italian wetlands, were examined using modified agglutination tests for antibodies specific to T. gondii . In seropositive birds, the brain and heart were homogenized and DNA was extracted to perform nested polymerase chain reaction (nPCR) and genotyping. Out of the 103 serum samples, 9 (8.7%) were scored as positive with titers ranging from 1/20 to 1/160. The seropositive animals corresponded to 4 of the species: Anas platyrhynchos (mallard; 2/17), Anas clypeata (northern shoveller; 2/11), Anas crecca (common teal; 3/41), and Gallinago gallinago (common snipe; 2/8). Parasite DNA was detected in 3 out of 9 brain samples, while the PCR results from the heart specimens were negative in all of the birds. The occurrence of non-clonal types of T. gondii was suggested in all cases. In conclusion, we describe the first documented detection of DNA of T. gondii in tissues from the northern shoveller and common teal, thereby extending the range of intermediate hosts for this parasite.
483	23145046	Birds and viruses at a crossroad--surveillance of influenza A virus in Portuguese waterfowl.	Tolf C, Bengtsson D, Rodrigues D, Latorre-Margalef N, Wille M, Figueiredo ME, Jankowska-Hjortaas M, Germundsson A, Duby PY, Lebarbenchon C, Gauthier-Clerc M, Olsen B, Waldenstrom J	PLoS One	 2012;7(11):e49002	 doi: 101371/journalpone0049002 Epub 2012 Nov 7	During recent years, extensive amounts of data have become available regarding influenza A virus (IAV) in wild birds in northern Europe, while information from southern Europe is more limited. Here, we present an IAV surveillance study conducted in western Portugal 2008-2009, analyzing 1653 samples from six different species of waterfowl, with the majority of samples taken from Mallards (Anas platyrhynchos). Overall 4.4% of sampled birds were infected. The sampling results revealed a significant temporal variation in the IAV prevalence, including a pronounced peak among predominantly young birds in June, indicating that IAV circulate within breeding populations in the wetlands of western Portugal. The H10N7 and H9N2 subtypes were predominant among isolated viruses. Phylogenetic analyses of the hemagglutinin and neuraminidase sequences of H10N7, H9N2 and H11N3 virus showed that sequences from Portugal were closely related to viral sequences from Central Europe as well as to IAVs isolated in the southern parts of Africa, reflecting Portugal's position on the European-African bird migratory flyway. This study highlights the importance of Portugal as a migratory crossroad for IAV, connecting breeding stationary waterfowl with birds migrating between continents which enable transmission and spread of IAV.
484	23130574	Corticosterone, cortisol, triglycerides, aspartate aminotransferase and uric acid plasma concentrations during foie gras production in male mule ducks (Anas platyrhynchos x Cairina moschata).	Flament A, Delleur V, Poulipoulis A, Marlier D	Br Poult Sci	 2012;53(4):408-13	 doi: 101080/000716682012711468	1. Corticosterone, cortisol, triglycerides, aspartate aminotransferase (AST) and uric acid (UA) plasma concentration were measured at 8 (7 days after group housing), 12 (after 7 days of force feeding) and 13 weeks of age (at slaughter after 12 days of force feeding), and 45 min after an adrenocorticotrophic hormone (ACTH) stimulation test at 8 weeks of age in 12 male mule ducks in an on-farm experiment. 2. No significant increase of corticosterone was found during the force-feeding period compared with the concentration after housing. 3. Comparison of corticosterone and cortisol values indicates that cortisol can be considered as a reliable acute stress indicator in future routine examinations. 4. Plasma concentrations of triglycerides and aspartate aminotransferase increased progressively from pre-force feeding period to slaughtering. 5. Plasma concentrations of uric acid increased from the start at 8 weeks of age to the mid-force feeding period but no difference was noticed between the mid-force feeding period and slaughtering. 6. It is concluded that acute stress induced by force-feeding is similar at the beginning and end of the commercial production of foie gras.
485	23121919	Avian schistosomes and human cercarial dermatitis in a wildlife refuge in Mazandaran Province, northern Iran.	Gohardehi S, Fakhar M, Madjidaei M	Zoonoses Public Health	 2013 Sep;60(6):442-7	 doi: 101111/zph12020 Epub 2012 Nov 2	Each year, hundreds of aquatic migratory birds migrate from northern hemisphere to the Mazandaran Province, northern Iran. Little information is available on prevalence and density of schistosomes in water birds in Iran and around the world. The objectives of this study were to determine definitive and intermediate hosts of avian schistosomes as well as to assess human cercarial dermatitis (HCD) in a wildlife refuge in Mazandaran Province. Of 1106 examined people, 589 (53.2%) had maculopapular rashes mainly on feet but also on hand. The majority of cases were adults and local residents. Of 260 ducks, 41 (15.8%) were found to be infected with Trichobilharzia spp. eggs or adult worms. Prevalence was highest in Anas clypeata and Anas platyrhynchos, 79% and 18.9%, respectively. A total of 1.2% snails, examined by both shedding and crushing methods, were infected with furcocercariae belonging to avian schistosomes. The most frequently infected snail was Lymnaea gedrosiana (5.9%). Our results showed that cercarial dermatitis and avian schistosomiasis is a common and yet neglected disease in this area. Anas clypeata played the most important role in exposing snails to miracidia in ponds and paddy fields. Moreover, because of the high prevalence in ducks and high prevalence of HCD in the region, it is considered as a new endemic focus in Iran.
486	23112840	Identification, expression and activity analyses of five novel duck beta-defensins.	Ma D, Zhang K, Zhang M, Xin S, Liu X, Han Z, Shao Y, Liu S	PLoS One	 2012;7(10):e47743	 doi: 101371/journalpone0047743 Epub 2012 Oct 24	In the current study, five novel avian beta-defensins (AvBDs) were identified and characterized in tissues from Peking ducks (Anas platyrhynchos). The nucleotide sequences of these cDNAs comprised 198 bp, 182 bp, 201 bp, 204 bp, and 168 bp, and encoded 65, 60, 66, 67, and 55 amino acids, respectively. Homology, characterization and comparison of these genes with AvBD from other avian species confirmed that they were Apl_AvBD1, 3, 5, 6, and 16. Recombinant AvBDs were produced and purified by expressing these genes in Escherichia coli. In addition, peptides were synthesized according to the respective AvBD sequences. Investigation of the antibacterial activity of the Apl_AvBDs showed that all of them exhibited antibacterial activity against all 12 bacteria investigated (P<0.05 or P<0.01). In addition, the antibacterial activity of all of the AvBDs against M. tetragenus and P. multocida decreased significantly in the presence of 150 mM NaCl (P<0.01). None of the AvBDs showed hemolytic activity. Consistent with their broad-spectrum antibacterial activity, the five novel Apl_AvBDs inhibited replication of duck hepatitis virus (DHV) in vitro significantly (P<0.05). The mRNA expression of all five Apl_AvBD in most tissues, including immune organs and the liver, was upregulated in response to DHV infection at different time points. These findings provide evidence that these defensins activate the immune response to combat microbial infection.
487	23110616	Global lack of flyway structure in a cosmopolitan bird revealed by a genome wide survey of single nucleotide polymorphisms.	Kraus RH, van Hooft P, Megens HJ, Tsvey A, Fokin SY, Ydenberg RC, Prins HH	Mol Ecol	 2013 Jan;22(1):41-55	 doi: 101111/mec12098 Epub 2012 Oct 30	Knowledge about population structure and connectivity of waterfowl species, especially mallards (Anas platyrhynchos), is a priority because of recent outbreaks of avian influenza. Ringing studies that trace large-scale movement patterns have to date been unable to detect clearly delineated mallard populations. We employed 363 single nucleotide polymorphism markers in combination with population genetics and phylogeographical approaches to conduct a population genomic test of panmixia in 801 mallards from 45 locations worldwide. Basic population genetic and phylogenetic methods suggest no or very little population structure on continental scales. Nor could individual-based structuring algorithms discern geographical structuring. Model-based coalescent analyses for testing models of population structure pointed to strong genetic connectivity among the world's mallard population. These diverse approaches all support the conclusion that there is a lack of clear population structure, suggesting that the world's mallards, perhaps with minor exceptions, form a single large, mainly interbreeding population.
488	23060500	Intestinal excretion of a wild bird-origin H3N8 low pathogenic avian influenza virus in mallards (Anas Platyrhynchos).	Brown JD, Berghaus RD, Costa TP, Poulson R, Carter DL, Lebarbenchon C, Stallknecht DE	J Wildl Dis	 2012 Oct;48(4):991-8	 doi: 107589/2011-09-280	Mallards (Anas platyrhynchos) and other dabbling ducks in the genus Anas are an important component of the wild bird reservoir for avian influenza (AI) virus; these viruses are maintained in migratory duck populations through a fecal-oral transmission route. We provide a detailed characterization of intestinal viral shedding in Mallards infected with a wild bird-origin low pathogenic (LP) AI virus. Five of eight, 1-mo-old Mallards inoculated with a high dose of an H3N8 LP AI virus became infected as determined by reisolation and seroconversion. Infected birds excreted high concentrations of virus for up to 14 days postinoculation (DPI) without exhibiting overt clinical signs of disease. The pattern of viral shedding was relatively consistent between individual birds, with peak shedding on 2-3 DPI and a progressive decline over the remainder of infection. Detection of viral shedding varied depending on sample type (excrement sample or cloacal swab) and diagnostic test (virus isolation or real-time quantitative reverse transcription polymerase chain reaction). Our data provide detailed insights into the intestinal excretion of an H3N8 LP AI virus in Mallards and the performance of diagnostic assays commonly used in wild bird surveillance. Such information is valuable for estimating potential risks for spillover of LP AI viruses from Mallards to domestic animals, developing accurate transmission models for Mallard populations and facilitating the interpretation and comparison of surveillance results from different studies.
489	23050463	Differences in pathogenicity, response to vaccination, and innate immune responses in different types of ducks infected with a virulent H5N1 highly pathogenic avian influenza virus from Vietnam.	Cagle C, Wasilenko J, Adams SC, Cardona CJ, To TL, Nguyen T, Spackman E, Suarez DL, Smith D, Shepherd E, Roth J, Pantin-Jackwood MJ	Avian Dis	 2012 Sep;56(3):479-87	 doi: 101637/10030-120511-Reg1	In a previous study, we found clear differences in pathogenicity and response to vaccination against H5N1 highly pathogenic avian influenza (HPAI; HA dade 2.3.4) between Pekin (Anas platyrhynchos var. domestica) and Muscovy (Cairina moschata) ducks vaccinated using a commercial inactivated vaccine (Re-1). The objective of the present study was to further investigate the pathogenicity of H5N1 HPAI viruses in different species of ducks by examining clinical signs and innate immune responses to infection with a different strain of H5N1 HPAI virus (HA clade 1) in two domestic ducks, Pekin and Muscovy, and one wild-type duck, mallard (Anas platyrhynchos). Protection conferred by vaccination using the Re-1 vaccine against infection with this virus was also compared between Pekin and Muscovy ducks. Differences in pathogenicity were observed among the virus-infected ducks, as the Muscovy ducks died 2 days earlier than did the Pekin and mallard ducks, and they presented more-severe neurologic signs. Conversely, the Pekin and mallard ducks had significantly higher body temperatures at 2 days postinfection (dpi) than did the Muscovy ducks, indicating possible differences in innate immune responses. However, similar expression of innate immune-related genes was found in the spleens of virus-infected ducks at this time point. In all three duck species, there was up-regulation of IFN-alpha, IFN-gamma, IL-6, CCL19, RIG-I, and MHC class I and down-regulation of MHC class II, but variable expression of IL-18 and TLR7. As in our previous study, vaccinated Muscovy ducks showed less protection against virus infection than did Pekin ducks, as evidenced by the higher mortality and higher number of Muscovy ducks shedding virus when compared to Pekin ducks. In conclusion, infection with an H5N1 HPAI virus produced a systemic infection with high mortality in all three duck species; however, the disease was more severe in Muscovy ducks, which also had a poor response to vaccination. The differences in response to virus infection could not be explained by differences in the innate immune responses between the different types of ducks when examined at 2 days dpi, and earlier time points need to be evaluated.
490	23045806	Cryptosporidium baileyi--infection in Red-breasted Merganser (Mergus serrator) ducklings from a zoological garden.	Schulze C, Kammerling J, Kutzer P, Engelhardt A, Richter B	Berl Munch Tierarztl Wochenschr	 2012 Sep-Oct;125(9-10):428-31		Infection of the Bursa of Fabricius with Cryptosporidium baileyi was diagnosed in a group of hand reared Red-breasted Merganser (Mergus serrator) ducklings during one breeding season in a German zoological garden.The birds had died in an emaciated and anaemic state after problems with spontaneous feeding. The bursae were infected with moderate to high numbers of cryptosporidia, which were associated with hyperplasia, degeneration and sloughing of the affected epithelial cells and mild heterophilic bursitis, lesions typically seen in bursal cryptosporidiosis in other avian species. In addition, lymphatic tissue was nearly absent, which was probably caused by chronic stress and malnutrition related to the rearing of these highly stress-sensitive birds in an artificial environment. Companion ducklings from stress-resistant, spontaneously feeding species from the zoological collection were used to calm the Mergansers, but may have introduced the cryptosporidia into the rearing boxes. Another possible source for the introduction of C. baileyi were adult mallards (Anas platyrhynchos), which were used to increase the hatching rate by a phase of natural breeding in the middle third of the incubation period of the Merganser eggs.
